event_id,timestamp,citizen_id,location_id,event_type,flagged,severity,duration_seconds
EVT-202606-000036,2026-06-02T19:51:02,PR-00979,LOC-019,Geolocation,Y,1,143
EVT-202606-000037,2026-06-03T13:26:14,PR-02398,LOC-014,CCTV-FR,N,0,83
EVT-202606-000038,2026-06-10T12:02:15,PR-02711,LOC-003,CCTV-FR,N,0,102
EVT-202606-000039,2026-06-15T16:30:38,PR-02554,LOC-006,Smartcard,N,0,6
EVT-202606-000040,2026-06-16T11:46:30,PR-02269,LOC-024,ANPR,N,0,6
EVT-202606-000041,2026-06-10T11:37:34,PR-02571,LOC-001,ANPR,N,0,5
EVT-202606-000042,2026-06-18T21:49:39,PR-02458,LOC-010,Biometric,N,0,5
EVT-202606-000043,2026-06-24T03:55:14,PR-00461,LOC-005,Biometric,N,0,3
EVT-202606-000044,2026-06-02T15:06:25,PR-02675,LOC-029,Biometric,N,0,7
EVT-202606-000045,2026-06-14T02:19:13,PR-01030,LOC-010,Biometric,N,0,7
EVT-202606-000046,2026-06-20T12:59:53,PR-01289,LOC-009,ANPR,N,0,2
EVT-202606-000047,2026-06-29T09:32:33,PR-01598,LOC-024,ANPR,N,0,4
EVT-202606-000048,2026-06-13T00:57:45,PR-01625,LOC-022,CCTV-FR,N,0,32
EVT-202606-000049,2026-06-10T13:15:02,PR-00444,LOC-007,CCTV-FR,N,0,70
EVT-202606-000050,2026-06-17T11:35:08,PR-00630,LOC-020,Utilities,N,0,5
EVT-202606-000051,2026-06-01T07:39:04,PR-00578,LOC-026,Smartcard,N,0,4
EVT-202606-000052,2026-06-06T03:21:39,PR-01093,LOC-001,ANPR,Y,1,7
EVT-202606-000053,2026-06-30T03:30:15,PR-01758,LOC-016,CCTV-FR,N,0,178
EVT-202606-000054,2026-06-14T13:03:16,PR-01191,LOC-027,Biometric,N,0,3
EVT-202606-000055,2026-06-15T10:48:49,PR-01854,LOC-027,Biometric,N,0,3
EVT-202606-000056,2026-06-29T22:03:26,PR-01978,LOC-002,ANPR,N,0,6
EVT-202606-000057,2026-06-18T07:46:30,PR-02168,LOC-007,CCTV-FR,N,0,153
EVT-202606-000058,2026-06-18T18:29:21,PR-02835,LOC-027,Biometric,N,0,5
EVT-202606-000059,2026-06-28T11:50:38,PR-01115,LOC-015,CCTV-FR,N,0,7
EVT-202606-000060,2026-06-02T14:06:58,PR-02141,LOC-017,CCTV-FR,N,0,75
EVT-202606-000061,2026-06-08T03:15:37,PR-02347,LOC-011,Smartcard,N,0,6
EVT-202606-000062,2026-06-04T16:19:11,PR-00343,LOC-008,ANPR,N,0,7
EVT-202606-000063,2026-06-15T17:18:40,PR-02669,LOC-016,CCTV-FR,N,0,81
EVT-202606-000064,2026-06-20T21:30:03,PR-00730,LOC-030,Biometric,N,0,8
EVT-202606-000065,2026-06-29T14:19:35,PR-00340,LOC-016,CCTV-FR,N,0,120
EVT-202606-000066,2026-06-10T21:24:47,PR-00143,LOC-007,CCTV-FR,N,0,119
EVT-202606-000067,2026-06-14T02:11:38,PR-00189,LOC-027,Biometric,N,0,4
EVT-202606-000068,2026-06-10T02:04:27,PR-01225,LOC-016,CCTV-FR,N,0,125
EVT-202606-000069,2026-06-18T14:28:05,PR-00647,LOC-004,Biometric,N,0,6
EVT-202606-000070,2026-06-08T14:17:26,PR-01713,LOC-007,CCTV-FR,N,0,118
EVT-202606-000071,2026-06-08T22:12:17,PR-00162,LOC-027,Biometric,N,0,6
EVT-202606-000072,2026-06-06T23:06:04,PR-00957,LOC-007,CCTV-FR,N,0,60
EVT-202606-000073,2026-06-09T11:29:43,PR-01207,LOC-010,Biometric,N,0,2
EVT-202606-000074,2026-06-28T09:56:01,PR-02624,LOC-012,ANPR,N,0,7
EVT-202606-000075,2026-06-23T20:23:38,PR-02486,LOC-001,ANPR,N,0,5
EVT-202606-000076,2026-06-20T19:11:48,PR-00920,LOC-013,Smartcard,Y,3,2
EVT-202606-000077,2026-06-28T01:08:07,PR-02081,LOC-009,ANPR,Y,3,6
EVT-202606-000078,2026-06-12T14:22:21,PR-00669,LOC-025,CCTV-FR,N,0,27
EVT-202606-000079,2026-06-03T09:54:21,PR-00349,LOC-001,ANPR,N,0,8
EVT-202606-000080,2026-06-10T19:03:33,PR-01870,LOC-005,Biometric,N,0,1
EVT-202606-000081,2026-06-09T04:31:05,PR-01851,LOC-010,Biometric,N,0,7
EVT-202606-000082,2026-06-11T22:34:48,PR-00250,LOC-002,ANPR,N,0,8
EVT-202606-000083,2026-06-13T16:09:07,PR-02045,LOC-009,ANPR,N,0,3
EVT-202606-000084,2026-06-29T23:24:06,PR-02563,LOC-005,Biometric,N,0,2
EVT-202606-000085,2026-06-21T07:29:33,PR-02244,LOC-015,CCTV-FR,N,0,160
EVT-202606-000086,2026-06-05T06:19:31,PR-02250,LOC-029,Biometric,N,0,8
EVT-202606-000087,2026-06-24T11:52:04,PR-02445,LOC-013,Smartcard,N,0,3
EVT-202606-000088,2026-06-08T20:15:10,PR-02074,LOC-019,Geolocation,N,0,91
EVT-202606-000089,2026-06-18T08:19:03,PR-01636,LOC-007,CCTV-FR,N,0,28
EVT-202606-000090,2026-06-04T11:30:55,PR-02988,LOC-022,CCTV-FR,N,0,9
EVT-202606-000091,2026-06-01T18:28:09,PR-01629,LOC-021,CCTV-FR,N,0,176
EVT-202606-000092,2026-06-28T14:09:58,PR-02664,LOC-015,CCTV-FR,N,0,76
EVT-202606-000093,2026-06-24T13:49:34,PR-00122,LOC-016,CCTV-FR,N,0,179
EVT-202606-000094,2026-06-10T18:18:59,PR-02936,LOC-013,Smartcard,N,0,4
EVT-202606-000095,2026-06-25T18:21:16,PR-02057,LOC-027,Biometric,N,0,5
EVT-202606-000096,2026-06-01T14:42:38,PR-02213,LOC-004,Biometric,Y,2,7
EVT-202606-000097,2026-06-10T06:55:28,PR-02417,LOC-030,Biometric,Y,1,5
EVT-202606-000098,2026-06-18T21:28:48,PR-00543,LOC-022,CCTV-FR,N,0,41
EVT-202606-000099,2026-06-30T05:02:02,PR-01371,LOC-026,Smartcard,N,0,4
EVT-202606-000100,2026-06-11T12:31:55,PR-01144,LOC-030,Biometric,N,0,4
EVT-202606-000101,2026-06-05T09:17:35,PR-01393,LOC-004,Biometric,N,0,2
EVT-202606-000102,2026-06-02T09:55:52,PR-00603,LOC-010,Biometric,N,0,7
EVT-202606-000103,2026-06-15T11:04:45,PR-00376,LOC-004,Biometric,Y,1,1
EVT-202606-000104,2026-06-01T12:36:26,PR-00196,LOC-004,Biometric,N,0,4
EVT-202606-000105,2026-06-03T13:05:34,PR-02410,LOC-028,ANPR,N,0,5
EVT-202606-000106,2026-06-29T07:08:19,PR-01627,LOC-005,Biometric,N,0,5
EVT-202606-000107,2026-06-21T14:16:26,PR-01105,LOC-019,Geolocation,N,0,34
EVT-202606-000108,2026-06-04T01:23:41,PR-00495,LOC-030,Biometric,N,0,8
EVT-202606-000109,2026-06-06T01:00:38,PR-02945,LOC-016,CCTV-FR,N,0,19
EVT-202606-000110,2026-06-25T17:21:22,PR-01783,LOC-013,Smartcard,N,0,1
EVT-202606-000111,2026-06-30T09:49:58,PR-02569,LOC-003,CCTV-FR,N,0,86
EVT-202606-000112,2026-06-21T05:04:19,PR-02242,LOC-017,CCTV-FR,N,0,144
EVT-202606-000113,2026-06-12T01:56:00,PR-01810,LOC-009,ANPR,N,0,3
EVT-202606-000114,2026-06-01T16:55:54,PR-00457,LOC-011,Smartcard,N,0,8
EVT-202606-000115,2026-06-08T07:45:22,PR-00298,LOC-013,Smartcard,N,0,3
EVT-202606-000116,2026-06-06T06:10:31,PR-01572,LOC-014,CCTV-FR,N,0,165
EVT-202606-000117,2026-06-18T07:38:02,PR-02555,LOC-002,ANPR,N,0,7
EVT-202606-000118,2026-06-01T04:59:38,PR-00439,LOC-015,CCTV-FR,N,0,74
EVT-202606-000119,2026-06-12T13:43:51,PR-02911,LOC-014,CCTV-FR,N,0,93
EVT-202606-000120,2026-06-14T15:34:42,PR-00585,LOC-021,CCTV-FR,Y,5,129
EVT-202606-000121,2026-06-07T04:10:55,PR-00792,LOC-015,CCTV-FR,N,0,85
EVT-202606-000122,2026-06-29T14:41:26,PR-01856,LOC-026,Smartcard,N,0,1
EVT-202606-000123,2026-06-20T03:30:50,PR-01145,LOC-001,ANPR,N,0,1
EVT-202606-000124,2026-06-07T10:18:37,PR-02944,LOC-021,CCTV-FR,N,0,22
EVT-202606-000125,2026-06-13T04:34:49,PR-02957,LOC-011,Smartcard,N,0,1
EVT-202606-000126,2026-06-03T12:34:02,PR-01923,LOC-007,CCTV-FR,N,0,143
EVT-202606-000127,2026-06-18T05:35:49,PR-02254,LOC-021,CCTV-FR,N,0,22
EVT-202606-000128,2026-06-18T10:16:44,PR-01988,LOC-029,Biometric,N,0,7
EVT-202606-000129,2026-06-06T19:51:28,PR-00747,LOC-028,ANPR,N,0,2
EVT-202606-000130,2026-06-20T05:14:49,PR-01690,LOC-019,Geolocation,N,0,7
EVT-202606-000131,2026-06-03T02:48:54,PR-02915,LOC-004,Biometric,N,0,2
EVT-202606-000132,2026-06-07T06:43:42,PR-01857,LOC-001,ANPR,N,0,7
EVT-202606-000133,2026-06-01T10:17:47,PR-01583,LOC-019,Geolocation,N,0,170
EVT-202606-000134,2026-06-14T16:42:28,PR-01084,LOC-027,Biometric,N,0,8
EVT-202606-000135,2026-06-27T23:41:57,PR-00875,LOC-029,Biometric,Y,2,1
EVT-202606-000136,2026-06-14T06:13:31,PR-02607,LOC-011,Smartcard,Y,1,3
EVT-202606-000137,2026-06-24T00:00:47,PR-01780,LOC-012,ANPR,N,0,5
EVT-202606-000138,2026-06-23T15:13:21,PR-00637,LOC-026,Smartcard,N,0,1
EVT-202606-000139,2026-06-10T10:58:58,PR-00604,LOC-026,Smartcard,N,0,1
EVT-202606-000140,2026-06-10T07:20:49,PR-01348,LOC-030,Biometric,N,0,1
EVT-202606-000141,2026-06-01T21:58:09,PR-02928,LOC-021,CCTV-FR,N,0,147
EVT-202606-000142,2026-06-21T07:14:39,PR-01815,LOC-030,Biometric,N,0,6
EVT-202606-000143,2026-06-24T00:33:58,PR-02688,LOC-029,Biometric,N,0,1
EVT-202606-000144,2026-06-13T06:08:22,PR-02897,LOC-024,ANPR,N,0,1
EVT-202606-000145,2026-06-29T12:47:08,PR-01789,LOC-025,CCTV-FR,N,0,167
EVT-202606-000146,2026-06-07T15:28:52,PR-02178,LOC-020,Utilities,N,0,5
EVT-202606-000147,2026-06-19T20:24:34,PR-02778,LOC-021,CCTV-FR,N,0,45
EVT-202606-000148,2026-06-08T01:45:16,PR-02541,LOC-007,CCTV-FR,N,0,1
EVT-202606-000149,2026-06-18T12:18:02,PR-01526,LOC-023,ANPR,N,0,7
EVT-202606-000150,2026-06-16T18:48:59,PR-00020,LOC-022,CCTV-FR,Y,5,159
EVT-202606-000151,2026-06-05T16:52:18,PR-00561,LOC-003,CCTV-FR,N,0,158
EVT-202606-000152,2026-06-15T01:47:23,PR-01761,LOC-028,ANPR,N,0,2
EVT-202606-000153,2026-06-06T02:01:03,PR-00286,LOC-026,Smartcard,N,0,2
EVT-202606-000154,2026-06-07T02:21:55,PR-01532,LOC-026,Smartcard,N,0,3
EVT-202606-000155,2026-06-24T01:35:30,PR-01180,LOC-003,CCTV-FR,N,0,39
EVT-202606-000156,2026-06-08T00:54:36,PR-00656,LOC-014,CCTV-FR,N,0,10
EVT-202606-000157,2026-06-05T19:38:07,PR-00211,LOC-008,ANPR,N,0,2
EVT-202606-000158,2026-06-18T07:41:54,PR-01145,LOC-029,Biometric,N,0,4
EVT-202606-000159,2026-06-13T03:31:21,PR-01474,LOC-024,ANPR,N,0,8
EVT-202606-000160,2026-06-29T19:55:28,PR-00347,LOC-029,Biometric,N,0,3
EVT-202606-000161,2026-06-10T13:30:52,PR-02383,LOC-015,CCTV-FR,Y,5,7
EVT-202606-000162,2026-06-10T17:26:59,PR-02388,LOC-029,Biometric,N,0,4
EVT-202606-000163,2026-06-28T07:57:02,PR-00318,LOC-029,Biometric,Y,3,3
EVT-202606-000164,2026-06-07T17:16:19,PR-01118,LOC-020,Utilities,N,0,7
EVT-202606-000165,2026-06-19T07:04:26,PR-00287,LOC-017,CCTV-FR,N,0,97
EVT-202606-000166,2026-06-01T15:54:38,PR-02769,LOC-007,CCTV-FR,N,0,101
EVT-202606-000167,2026-06-29T07:24:15,PR-02763,LOC-016,CCTV-FR,Y,5,21
EVT-202606-000168,2026-06-27T04:01:19,PR-01956,LOC-003,CCTV-FR,N,0,57
EVT-202606-000169,2026-06-26T02:28:32,PR-00671,LOC-014,CCTV-FR,N,0,16
EVT-202606-000170,2026-06-06T11:39:07,PR-01347,LOC-022,CCTV-FR,N,0,119
EVT-202606-000171,2026-06-02T09:05:00,PR-02992,LOC-003,CCTV-FR,N,0,46
EVT-202606-000172,2026-06-11T12:14:53,PR-02023,LOC-012,ANPR,N,0,1
EVT-202606-000173,2026-06-09T15:46:43,PR-01718,LOC-016,CCTV-FR,N,0,145
EVT-202606-000174,2026-06-26T04:53:09,PR-00949,LOC-008,ANPR,N,0,7
EVT-202606-000175,2026-06-15T07:43:40,PR-02913,LOC-001,ANPR,N,0,7
EVT-202606-000176,2026-06-16T20:02:37,PR-02222,LOC-030,Biometric,N,0,7
EVT-202606-000177,2026-06-28T12:09:13,PR-01497,LOC-011,Smartcard,Y,5,3
EVT-202606-000178,2026-06-12T08:45:23,PR-00576,LOC-028,ANPR,N,0,1
EVT-202606-000179,2026-06-30T21:06:06,PR-00981,LOC-011,Smartcard,Y,1,3
EVT-202606-000180,2026-06-20T08:59:20,PR-00641,LOC-016,CCTV-FR,N,0,50
EVT-202606-000181,2026-06-24T07:23:45,PR-00405,LOC-002,ANPR,N,0,1
EVT-202606-000182,2026-06-17T02:51:04,PR-02989,LOC-017,CCTV-FR,N,0,47
EVT-202606-000183,2026-06-04T08:08:35,PR-02279,LOC-003,CCTV-FR,N,0,42
EVT-202606-000184,2026-06-09T07:33:29,PR-00548,LOC-018,Geolocation,N,0,143
EVT-202606-000185,2026-06-09T05:15:24,PR-01640,LOC-022,CCTV-FR,N,0,28
EVT-202606-000186,2026-06-02T13:38:41,PR-00909,LOC-023,ANPR,N,0,4
EVT-202606-000187,2026-06-24T18:08:02,PR-02772,LOC-023,ANPR,Y,1,3
EVT-202606-000188,2026-06-04T07:20:28,PR-00558,LOC-028,ANPR,N,0,2
EVT-202606-000189,2026-06-30T03:55:24,PR-00516,LOC-013,Smartcard,N,0,4
EVT-202606-000190,2026-06-10T16:31:54,PR-02984,LOC-018,Geolocation,N,0,180
EVT-202606-000191,2026-06-07T05:52:28,PR-00826,LOC-010,Biometric,N,0,8
EVT-202606-000192,2026-06-12T15:35:40,PR-00505,LOC-011,Smartcard,N,0,4
EVT-202606-000193,2026-06-18T00:17:53,PR-01760,LOC-026,Smartcard,N,0,4
EVT-202606-000194,2026-06-16T13:22:17,PR-00141,LOC-004,Biometric,N,0,5
EVT-202606-000195,2026-06-05T17:23:04,PR-02655,LOC-012,ANPR,N,0,4
EVT-202606-000196,2026-06-01T06:58:11,PR-01432,LOC-023,ANPR,N,0,3
EVT-202606-000197,2026-06-10T00:11:29,PR-01818,LOC-001,ANPR,N,0,7
EVT-202606-000198,2026-06-17T05:36:05,PR-00741,LOC-015,CCTV-FR,N,0,33
EVT-202606-000199,2026-06-20T00:45:52,PR-01372,LOC-021,CCTV-FR,N,0,130
EVT-202606-000200,2026-06-20T23:48:04,PR-02125,LOC-027,Biometric,N,0,4
EVT-202606-000201,2026-06-15T18:08:02,PR-01506,LOC-011,Smartcard,N,0,4
EVT-202606-000202,2026-06-29T02:38:17,PR-00197,LOC-016,CCTV-FR,N,0,161
EVT-202606-000203,2026-06-22T20:00:26,PR-01013,LOC-001,ANPR,N,0,2
EVT-202606-000204,2026-06-23T01:34:37,PR-01870,LOC-023,ANPR,N,0,6
EVT-202606-000205,2026-06-06T08:04:47,PR-01370,LOC-008,ANPR,N,0,8
EVT-202606-000206,2026-06-08T06:00:46,PR-00165,LOC-002,ANPR,Y,1,6
EVT-202606-000207,2026-06-07T12:25:09,PR-01829,LOC-001,ANPR,N,0,3
EVT-202606-000208,2026-06-08T16:31:18,PR-01794,LOC-028,ANPR,N,0,3
EVT-202606-000209,2026-06-07T09:58:35,PR-00853,LOC-002,ANPR,Y,1,4
EVT-202606-000210,2026-06-23T04:55:47,PR-00943,LOC-028,ANPR,N,0,3
EVT-202606-000211,2026-06-03T09:19:19,PR-01478,LOC-003,CCTV-FR,Y,1,79
EVT-202606-000212,2026-06-12T20:18:19,PR-02832,LOC-014,CCTV-FR,N,0,162
EVT-202606-000213,2026-06-16T15:28:30,PR-00277,LOC-021,CCTV-FR,N,0,61
EVT-202606-000214,2026-06-25T11:09:25,PR-00499,LOC-030,Biometric,N,0,1
EVT-202606-000215,2026-06-28T02:27:54,PR-00340,LOC-012,ANPR,N,0,3
EVT-202606-000216,2026-06-20T13:44:42,PR-90002,LOC-009,ANPR,N,0,7
EVT-202606-000217,2026-06-15T05:08:07,PR-02942,LOC-020,Utilities,N,0,6
EVT-202606-000218,2026-06-21T16:08:30,PR-02623,LOC-014,CCTV-FR,Y,3,92
EVT-202606-000219,2026-06-30T20:04:33,PR-02480,LOC-002,ANPR,N,0,7
EVT-202606-000220,2026-06-16T16:16:57,PR-00443,LOC-006,Smartcard,N,0,1
EVT-202606-000221,2026-06-11T09:30:39,PR-00701,LOC-003,CCTV-FR,N,0,92
EVT-202606-000222,2026-06-05T09:07:40,PR-00438,LOC-014,CCTV-FR,N,0,142
EVT-202606-000223,2026-06-11T11:06:09,PR-00980,LOC-030,Biometric,N,0,5
EVT-202606-000224,2026-06-18T03:08:36,PR-00648,LOC-004,Biometric,N,0,4
EVT-202606-000225,2026-06-16T00:37:17,PR-00482,LOC-019,Geolocation,N,0,7
EVT-202606-000226,2026-06-23T12:32:28,PR-01720,LOC-030,Biometric,N,0,2
EVT-202606-000227,2026-06-17T05:21:02,PR-01455,LOC-025,CCTV-FR,N,0,104
EVT-202606-000228,2026-06-18T18:01:14,PR-01036,LOC-023,ANPR,N,0,5
EVT-202606-000229,2026-06-01T03:04:57,PR-02500,LOC-022,CCTV-FR,N,0,166
EVT-202606-000230,2026-06-10T06:03:52,PR-01489,LOC-004,Biometric,N,0,8
EVT-202606-000231,2026-06-08T10:22:59,PR-00337,LOC-004,Biometric,N,0,7
EVT-202606-000232,2026-06-20T21:08:06,PR-01960,LOC-030,Biometric,N,0,4
EVT-202606-000233,2026-06-19T10:34:21,PR-02458,LOC-016,CCTV-FR,N,0,118
EVT-202606-000234,2026-06-15T01:07:32,PR-01171,LOC-004,Biometric,N,0,5
EVT-202606-000235,2026-06-28T19:42:41,PR-02171,LOC-030,Biometric,Y,2,4
EVT-202606-000236,2026-06-24T06:11:08,PR-00765,LOC-018,Geolocation,Y,1,152
EVT-202606-000237,2026-06-02T21:05:57,PR-00161,LOC-020,Utilities,N,0,1
EVT-202606-000238,2026-06-24T22:00:36,PR-00696,LOC-010,Biometric,N,0,8
EVT-202606-000239,2026-06-11T04:12:31,PR-00419,LOC-021,CCTV-FR,N,0,55
EVT-202606-000240,2026-06-12T21:27:50,PR-00404,LOC-002,ANPR,N,0,2
EVT-202606-000241,2026-06-20T22:42:53,PR-02946,LOC-001,ANPR,N,0,3
EVT-202606-000242,2026-06-16T15:16:21,PR-00768,LOC-030,Biometric,N,0,7
EVT-202606-000243,2026-06-07T09:12:57,PR-01231,LOC-030,Biometric,N,0,3
EVT-202606-000244,2026-06-20T11:22:38,PR-01226,LOC-013,Smartcard,N,0,3
EVT-202606-000245,2026-06-26T14:38:45,PR-00924,LOC-012,ANPR,N,0,3
EVT-202606-000246,2026-06-30T05:13:30,PR-02983,LOC-029,Biometric,Y,2,1
EVT-202606-000247,2026-06-19T04:54:48,PR-02466,LOC-025,CCTV-FR,N,0,142
EVT-202606-000248,2026-06-26T11:01:35,PR-02535,LOC-014,CCTV-FR,N,0,27
EVT-202606-000249,2026-06-26T06:51:46,PR-01863,LOC-012,ANPR,N,0,3
EVT-202606-000250,2026-06-13T01:54:11,PR-00199,LOC-022,CCTV-FR,N,0,151
EVT-202606-000251,2026-06-16T14:31:59,PR-01783,LOC-010,Biometric,N,0,6
EVT-202606-000252,2026-06-09T01:39:40,PR-00339,LOC-025,CCTV-FR,N,0,159
EVT-202606-000253,2026-06-07T18:39:15,PR-01694,LOC-028,ANPR,N,0,7
EVT-202606-000254,2026-06-01T05:25:37,PR-00434,LOC-001,ANPR,N,0,4
EVT-202606-000255,2026-06-02T05:58:43,PR-01341,LOC-012,ANPR,N,0,6
EVT-202606-000256,2026-06-11T11:09:55,PR-00044,LOC-001,ANPR,N,0,3
EVT-202606-000257,2026-06-30T22:22:44,PR-00990,LOC-003,CCTV-FR,N,0,86
EVT-202606-000258,2026-06-09T12:15:11,PR-01915,LOC-020,Utilities,N,0,8
EVT-202606-000259,2026-06-30T16:06:00,PR-00243,LOC-028,ANPR,N,0,2
EVT-202606-000260,2026-06-29T18:22:13,PR-02117,LOC-023,ANPR,N,0,4
EVT-202606-000261,2026-06-29T13:19:28,PR-00240,LOC-010,Biometric,Y,1,4
EVT-202606-000262,2026-06-19T17:41:45,PR-00155,LOC-007,CCTV-FR,N,0,120
EVT-202606-000263,2026-06-05T18:27:31,PR-00422,LOC-014,CCTV-FR,N,0,69
EVT-202606-000264,2026-06-11T15:53:12,PR-00648,LOC-005,Biometric,N,0,4
EVT-202606-000265,2026-06-20T09:27:33,PR-00464,LOC-026,Smartcard,N,0,7
EVT-202606-000266,2026-06-16T03:14:23,PR-01326,LOC-012,ANPR,N,0,8
EVT-202606-000267,2026-06-29T06:18:14,PR-00683,LOC-006,Smartcard,Y,1,7
EVT-202606-000268,2026-06-29T21:15:21,PR-01006,LOC-020,Utilities,N,0,4
EVT-202606-000269,2026-06-05T23:37:37,PR-02842,LOC-029,Biometric,N,0,7
EVT-202606-000270,2026-06-12T11:51:44,PR-01729,LOC-023,ANPR,N,0,8
EVT-202606-000271,2026-06-26T22:44:26,PR-02188,LOC-003,CCTV-FR,N,0,11
EVT-202606-000272,2026-06-09T03:28:05,PR-01090,LOC-030,Biometric,N,0,7
EVT-202606-000273,2026-06-23T06:54:04,PR-02972,LOC-001,ANPR,N,0,1
EVT-202606-000274,2026-06-21T20:14:12,PR-01726,LOC-019,Geolocation,N,0,72
EVT-202606-000275,2026-06-08T04:11:30,PR-01436,LOC-014,CCTV-FR,N,0,96
EVT-202606-000276,2026-06-11T18:35:09,PR-01754,LOC-002,ANPR,N,0,4
EVT-202606-000277,2026-06-20T14:09:25,PR-00758,LOC-029,Biometric,N,0,7
EVT-202606-000278,2026-06-29T00:40:37,PR-02154,LOC-019,Geolocation,N,0,135
EVT-202606-000279,2026-06-15T18:08:03,PR-00389,LOC-017,CCTV-FR,N,0,105
EVT-202606-000280,2026-06-16T10:21:58,PR-00225,LOC-012,ANPR,N,0,5
EVT-202606-000281,2026-06-29T00:00:25,PR-00143,LOC-005,Biometric,N,0,6
EVT-202606-000282,2026-06-07T08:26:43,PR-02742,LOC-012,ANPR,N,0,2
EVT-202606-000283,2026-06-29T20:54:00,PR-01551,LOC-009,ANPR,N,0,4
EVT-202606-000284,2026-06-18T11:23:20,PR-02751,LOC-004,Biometric,N,0,7
EVT-202606-000285,2026-06-12T10:33:47,PR-02964,LOC-002,ANPR,N,0,1
EVT-202606-000286,2026-06-21T14:51:02,PR-00815,LOC-027,Biometric,N,0,5
EVT-202606-000287,2026-06-18T22:41:22,PR-01149,LOC-001,ANPR,N,0,4
EVT-202606-000288,2026-06-22T03:02:49,PR-01561,LOC-009,ANPR,Y,3,8
EVT-202606-000289,2026-06-27T17:07:40,PR-02854,LOC-025,CCTV-FR,N,0,36
EVT-202606-000290,2026-06-08T15:24:37,PR-02415,LOC-017,CCTV-FR,N,0,33
EVT-202606-000291,2026-06-09T17:02:06,PR-00044,LOC-011,Smartcard,N,0,7
EVT-202606-000292,2026-06-12T23:22:37,PR-01241,LOC-009,ANPR,Y,4,1
EVT-202606-000293,2026-06-28T12:25:10,PR-02408,LOC-015,CCTV-FR,N,0,160
EVT-202606-000294,2026-06-25T01:16:37,PR-02665,LOC-018,Geolocation,N,0,139
EVT-202606-000295,2026-06-11T18:16:26,PR-02934,LOC-025,CCTV-FR,N,0,176
