event_id,timestamp,citizen_id,location_id,event_type,flagged,severity,duration_seconds
EVT-202602-000133,10/02/2026 01:50,PR-02967,LOC-029,Biometric,N,0,6
EVT-202602-000134,04/02/2026 08:14,PR-00668,LOC-009,ANPR,N,0,6
EVT-202602-000135,14/02/2026 12:13,PR-01757,LOC-010,Biometric,N,0,1
EVT-202602-000136,24/02/2026 01:24,PR-00369,LOC-005,Biometric,N,0,8
EVT-202602-000137,23/02/2026 15:39,PR-01462,LOC-020,Utilities,N,0,6
EVT-202602-000138,13/02/2026 21:27,PR-01280,LOC-009,ANPR,N,0,8
EVT-202602-000139,23/02/2026 02:14,PR-01047,LOC-019,Geolocation,N,0,27
EVT-202602-000140,26/02/2026 23:17,PR-01610,LOC-025,CCTV-FR,Y,1,37
EVT-202602-000141,14/02/2026 22:16,PR-00662,LOC-004,Biometric,N,0,3
EVT-202602-000142,24/02/2026 09:44,PR-02784,LOC-010,Biometric,Y,1,2
EVT-202602-000143,10/02/2026 18:32,PR-00055,LOC-001,ANPR,N,0,1
EVT-202602-000144,27/02/2026 16:06,PR-00217,LOC-011,Smartcard,N,0,4
EVT-202602-000145,03/02/2026 09:25,PR-01731,LOC-012,ANPR,N,0,2
EVT-202602-000146,08/02/2026 15:26,PR-02200,LOC-030,Biometric,N,0,8
EVT-202602-000147,02/02/2026 01:20,PR-02362,LOC-025,CCTV-FR,N,0,56
EVT-202602-000148,01/02/2026 17:03,PR-01047,LOC-003,CCTV-FR,N,0,152
EVT-202602-000149,11/02/2026 08:57,PR-02822,LOC-007,CCTV-FR,Y,4,71
EVT-202602-000150,24/02/2026 22:38,PR-00154,LOC-005,Biometric,N,0,3
EVT-202602-000151,02/02/2026 21:43,PR-02820,LOC-027,Biometric,N,0,6
EVT-202602-000152,26/02/2026 03:09,PR-00011,LOC-007,CCTV-FR,N,0,25
EVT-202602-000153,19/02/2026 11:36,PR-01475,LOC-011,Smartcard,N,0,6
EVT-202602-000154,06/02/2026 08:04,PR-02337,LOC-025,CCTV-FR,N,0,29
EVT-202602-000155,11/02/2026 10:58,PR-01776,LOC-013,Smartcard,N,0,1
EVT-202602-000156,03/02/2026 03:41,PR-00484,LOC-018,Geolocation,N,0,53
EVT-202602-000157,02/02/2026 21:15,PR-00532,LOC-018,Geolocation,N,0,52
EVT-202602-000158,13/02/2026 02:56,PR-02201,LOC-007,CCTV-FR,N,0,179
EVT-202602-000159,04/02/2026 15:37,PR-02904,LOC-020,Utilities,N,0,7
EVT-202602-000160,10/02/2026 17:07,PR-01385,LOC-003,CCTV-FR,Y,3,76
EVT-202602-000161,16/02/2026 05:24,PR-01673,LOC-018,Geolocation,Y,1,4
EVT-202602-000162,12/02/2026 06:34,PR-00709,LOC-004,Biometric,N,0,5
EVT-202602-000163,28/02/2026 06:23,PR-01434,LOC-002,ANPR,N,0,7
EVT-202602-000164,03/02/2026 06:42,PR-01890,LOC-008,ANPR,Y,1,2
EVT-202602-000165,10/02/2026 06:16,PR-02960,LOC-006,Smartcard,N,0,7
EVT-202602-000166,05/02/2026 19:07,PR-02856,LOC-013,Smartcard,N,0,7
EVT-202602-000167,09/02/2026 08:00,PR-00677,LOC-019,Geolocation,N,0,20
EVT-202602-000168,24/02/2026 03:44,PR-01194,LOC-014,CCTV-FR,Y,3,142
EVT-202602-000169,18/02/2026 09:16,PR-01128,LOC-020,Utilities,N,0,4
EVT-202602-000170,14/02/2026 01:01,PR-02536,LOC-007,CCTV-FR,N,0,28
EVT-202602-000171,22/02/2026 06:23,PR-00828,LOC-028,ANPR,N,0,4
EVT-202602-000172,20/02/2026 08:04,PR-01756,LOC-030,Biometric,N,0,2
EVT-202602-000173,22/02/2026 00:28,PR-02054,LOC-001,ANPR,N,0,6
EVT-202602-000174,11/02/2026 10:16,PR-02193,LOC-005,Biometric,N,0,7
EVT-202602-000175,28/02/2026 12:05,PR-02288,LOC-024,ANPR,N,0,6
EVT-202602-000176,20/02/2026 00:59,PR-02135,LOC-016,CCTV-FR,Y,3,11
EVT-202602-000177,20/02/2026 01:30,PR-02878,LOC-024,ANPR,Y,1,6
EVT-202602-000178,08/02/2026 12:27,PR-01583,LOC-026,Smartcard,N,0,2
EVT-202602-000179,20/02/2026 23:25,PR-00876,LOC-025,CCTV-FR,N,0,133
EVT-202602-000180,07/02/2026 17:36,PR-01625,LOC-008,ANPR,N,0,8
EVT-202602-000181,22/02/2026 02:11,PR-00095,LOC-004,Biometric,N,0,6
EVT-202602-000182,07/02/2026 19:14,PR-02490,LOC-024,ANPR,N,0,8
EVT-202602-000183,05/02/2026 17:56,PR-02250,LOC-025,CCTV-FR,Y,1,107
EVT-202602-000184,20/02/2026 12:00,PR-01508,LOC-024,ANPR,N,0,8
EVT-202602-000185,15/02/2026 14:58,PR-01154,LOC-010,Biometric,N,0,2
EVT-202602-000186,11/02/2026 15:33,PR-00843,LOC-008,ANPR,Y,3,3
EVT-202602-000187,24/02/2026 09:59,PR-01099,LOC-028,ANPR,N,0,6
EVT-202602-000188,18/02/2026 16:19,PR-00182,LOC-013,Smartcard,N,0,4
EVT-202602-000189,08/02/2026 21:53,PR-02419,LOC-026,Smartcard,N,0,7
EVT-202602-000190,23/02/2026 04:55,PR-00109,LOC-013,Smartcard,N,0,3
EVT-202602-000191,04/02/2026 19:08,PR-00943,LOC-020,Utilities,N,0,8
EVT-202602-000192,26/02/2026 08:51,PR-01142,LOC-012,ANPR,N,0,1
EVT-202602-000193,21/02/2026 17:26,PR-00787,LOC-021,CCTV-FR,N,0,99
EVT-202602-000194,06/02/2026 15:38,PR-01477,LOC-019,Geolocation,N,0,80
EVT-202602-000195,27/02/2026 20:11,PR-02115,LOC-004,Biometric,N,0,5
EVT-202602-000196,10/02/2026 16:53,PR-01320,LOC-030,Biometric,N,0,8
EVT-202602-000197,24/02/2026 23:22,PR-00512,LOC-019,Geolocation,N,0,163
EVT-202602-000198,24/02/2026 18:16,PR-00499,LOC-020,Utilities,N,0,4
EVT-202602-000199,10/02/2026 21:28,PR-01636,LOC-010,Biometric,Y,1,5
EVT-202602-000200,24/02/2026 03:51,PR-01272,LOC-002,ANPR,N,0,1
EVT-202602-000201,07/02/2026 02:43,PR-02280,LOC-006,Smartcard,N,0,2
EVT-202602-000202,17/02/2026 17:08,PR-01933,LOC-012,ANPR,N,0,5
EVT-202602-000203,24/02/2026 05:28,PR-02817,LOC-009,ANPR,N,0,1
EVT-202602-000204,11/02/2026 19:59,PR-01084,LOC-012,ANPR,N,0,6
EVT-202602-000205,04/02/2026 20:52,PR-00475,LOC-006,Smartcard,N,0,5
EVT-202602-000206,10/02/2026 14:59,PR-02615,LOC-030,Biometric,N,0,4
EVT-202602-000207,04/02/2026 16:13,PR-01604,LOC-011,Smartcard,N,0,1
EVT-202602-000208,02/02/2026 22:10,PR-01242,LOC-015,CCTV-FR,N,0,32
EVT-202602-000209,06/02/2026 11:01,PR-02687,LOC-023,ANPR,N,0,3
EVT-202602-000210,05/02/2026 00:59,PR-00455,LOC-024,ANPR,N,0,6
EVT-202602-000211,20/02/2026 20:42,PR-00722,LOC-025,CCTV-FR,N,0,159
EVT-202602-000212,03/02/2026 19:50,PR-02707,LOC-011,Smartcard,N,0,7
EVT-202602-000213,23/02/2026 08:23,PR-02597,LOC-006,Smartcard,N,0,6
EVT-202602-000214,19/02/2026 14:11,PR-01484,LOC-017,CCTV-FR,N,0,93
EVT-202602-000215,22/02/2026 19:32,PR-02787,LOC-019,Geolocation,N,0,81
EVT-202602-000216,05/02/2026 19:28,PR-00490,LOC-020,Utilities,N,0,3
EVT-202602-000217,19/02/2026 17:18,PR-01495,LOC-021,CCTV-FR,N,0,82
EVT-202602-000218,10/02/2026 04:10,PR-01288,LOC-027,Biometric,Y,1,8
EVT-202602-000219,26/02/2026 18:07,PR-00729,LOC-027,Biometric,N,0,7
EVT-202602-000220,08/02/2026 20:23,PR-01835,LOC-008,ANPR,N,0,4
EVT-202602-000221,28/02/2026 20:27,PR-01868,LOC-001,ANPR,N,0,4
EVT-202602-000222,03/02/2026 19:55,PR-00211,LOC-015,CCTV-FR,N,0,92
EVT-202602-000223,14/02/2026 06:08,PR-01954,LOC-026,Smartcard,N,0,2
EVT-202602-000224,03/02/2026 11:44,PR-01610,LOC-005,Biometric,N,0,8
EVT-202602-000225,18/02/2026 23:24,PR-01106,LOC-026,Smartcard,N,0,8
EVT-202602-000226,21/02/2026 00:13,PR-00209,LOC-008,ANPR,N,0,7
EVT-202602-000227,02/02/2026 04:24,PR-02736,LOC-023,ANPR,N,0,2
EVT-202602-000228,11/02/2026 16:16,PR-02789,LOC-015,CCTV-FR,N,0,86
EVT-202602-000229,18/02/2026 20:35,PR-00928,LOC-003,CCTV-FR,N,0,84
EVT-202602-000230,17/02/2026 16:40,PR-00748,LOC-006,Smartcard,N,0,2
EVT-202602-000231,15/02/2026 08:56,PR-01828,LOC-006,Smartcard,Y,1,5
EVT-202602-000232,25/02/2026 11:55,PR-00369,LOC-001,ANPR,N,0,3
EVT-202602-000233,12/02/2026 02:30,PR-02531,LOC-008,ANPR,N,0,5
EVT-202602-000234,23/02/2026 18:28,PR-02751,LOC-024,ANPR,N,0,1
EVT-202602-000235,02/02/2026 13:17,PR-02474,LOC-016,CCTV-FR,N,0,13
EVT-202602-000236,06/02/2026 21:20,PR-00206,LOC-021,CCTV-FR,N,0,108
EVT-202602-000237,11/02/2026 10:40,PR-00436,LOC-004,Biometric,N,0,5
EVT-202602-000238,26/02/2026 04:28,PR-02579,LOC-001,ANPR,N,0,3
EVT-202602-000239,12/02/2026 17:04,PR-00221,LOC-004,Biometric,N,0,1
EVT-202602-000240,08/02/2026 19:22,PR-02106,LOC-029,Biometric,Y,3,6
EVT-202602-000241,27/02/2026 03:22,PR-02604,LOC-022,CCTV-FR,N,0,53
EVT-202602-000242,26/02/2026 01:53,PR-01077,LOC-011,Smartcard,N,0,7
EVT-202602-000243,26/02/2026 15:50,PR-00120,LOC-022,CCTV-FR,N,0,56
EVT-202602-000244,25/02/2026 12:24,PR-02000,LOC-028,ANPR,N,0,1
EVT-202602-000245,01/02/2026 13:03,PR-01574,LOC-025,CCTV-FR,N,0,16
EVT-202602-000246,04/02/2026 02:34,PR-00084,LOC-012,ANPR,Y,3,1
EVT-202602-000247,04/02/2026 21:18,PR-02858,LOC-024,ANPR,N,0,8
EVT-202602-000248,09/02/2026 06:58,PR-02541,LOC-001,ANPR,N,0,4
EVT-202602-000249,24/02/2026 04:55,PR-01382,LOC-007,CCTV-FR,N,0,90
EVT-202602-000250,06/02/2026 04:18,PR-02743,LOC-012,ANPR,N,0,2
EVT-202602-000251,09/02/2026 02:18,PR-01017,LOC-030,Biometric,N,0,2
EVT-202602-000252,24/02/2026 17:36,PR-00567,LOC-014,CCTV-FR,N,0,99
EVT-202602-000253,23/02/2026 07:20,PR-01516,LOC-018,Geolocation,N,0,62
EVT-202602-000254,28/02/2026 23:41,PR-02199,LOC-007,CCTV-FR,N,0,129
EVT-202602-000255,14/02/2026 00:45,PR-02238,LOC-011,Smartcard,N,0,5
EVT-202602-000256,13/02/2026 16:40,PR-01332,LOC-025,CCTV-FR,N,0,14
EVT-202602-000257,07/02/2026 02:39,PR-02487,LOC-028,ANPR,N,0,7
EVT-202602-000258,04/02/2026 05:40,PR-01354,LOC-019,Geolocation,N,0,65
EVT-202602-000259,26/02/2026 20:49,PR-01052,LOC-027,Biometric,N,0,4
EVT-202602-000260,21/02/2026 22:35,PR-00021,LOC-015,CCTV-FR,N,0,129
EVT-202602-000261,02/02/2026 23:51,PR-01971,LOC-024,ANPR,N,0,4
EVT-202602-000262,04/02/2026 09:41,PR-02632,LOC-016,CCTV-FR,N,0,176
EVT-202602-000263,05/02/2026 17:27,PR-00130,LOC-022,CCTV-FR,N,0,20
EVT-202602-000264,15/02/2026 13:53,PR-02080,LOC-008,ANPR,N,0,1
EVT-202602-000265,26/02/2026 17:45,PR-02092,LOC-003,CCTV-FR,N,0,178
EVT-202602-000266,08/02/2026 15:33,PR-02655,LOC-025,CCTV-FR,N,0,12
EVT-202602-000267,01/02/2026 16:41,PR-01167,LOC-015,CCTV-FR,N,0,179
EVT-202602-000268,11/02/2026 07:49,PR-01037,LOC-009,ANPR,N,0,6
EVT-202602-000269,23/02/2026 02:36,PR-00255,LOC-027,Biometric,N,0,2
EVT-202602-000270,19/02/2026 08:23,PR-00355,LOC-001,ANPR,N,0,3
EVT-202602-000271,21/02/2026 04:04,PR-02280,LOC-017,CCTV-FR,N,0,23
EVT-202602-000272,14/02/2026 05:43,PR-01229,LOC-026,Smartcard,N,0,1
EVT-202602-000273,17/02/2026 17:47,PR-00029,LOC-018,Geolocation,N,0,121
EVT-202602-000274,10/02/2026 23:50,PR-02631,LOC-014,CCTV-FR,N,0,118
EVT-202602-000275,06/02/2026 05:32,PR-01824,LOC-006,Smartcard,N,0,7
EVT-202602-000276,22/02/2026 06:05,PR-02374,LOC-024,ANPR,N,0,4
EVT-202602-000277,18/02/2026 17:04,PR-01455,LOC-010,Biometric,Y,4,4
EVT-202602-000278,23/02/2026 02:37,PR-02596,LOC-030,Biometric,N,0,1
EVT-202602-000279,08/02/2026 02:06,PR-01432,LOC-015,CCTV-FR,N,0,82
EVT-202602-000280,07/02/2026 14:42,PR-02828,LOC-026,Smartcard,N,0,4
EVT-202602-000281,04/02/2026 22:22,PR-01648,LOC-011,Smartcard,Y,1,5
EVT-202602-000282,01/02/2026 15:16,PR-00162,LOC-022,CCTV-FR,N,0,122
EVT-202602-000283,19/02/2026 14:49,PR-00551,LOC-008,ANPR,N,0,2
EVT-202602-000284,04/02/2026 23:48,PR-01538,LOC-005,Biometric,N,0,1
EVT-202602-000285,25/02/2026 18:58,PR-01328,LOC-022,CCTV-FR,N,0,138
EVT-202602-000286,15/02/2026 01:16,PR-02697,LOC-022,CCTV-FR,N,0,178
EVT-202602-000287,15/02/2026 13:37,PR-01795,LOC-030,Biometric,N,0,8
EVT-202602-000288,05/02/2026 11:56,PR-02930,LOC-008,ANPR,N,0,7
EVT-202602-000289,27/02/2026 15:50,PR-00124,LOC-029,Biometric,Y,2,4
EVT-202602-000290,05/02/2026 06:35,PR-02030,LOC-027,Biometric,N,0,2
EVT-202602-000291,13/02/2026 23:52,PR-00639,LOC-004,Biometric,N,0,3
EVT-202602-000292,22/02/2026 12:33,PR-02470,LOC-013,Smartcard,N,0,3
EVT-202602-000293,09/02/2026 05:33,PR-01957,LOC-008,ANPR,N,0,5
EVT-202602-000294,22/02/2026 09:18,PR-00980,LOC-024,ANPR,N,0,7
EVT-202602-000295,19/02/2026 10:59,PR-02074,LOC-017,CCTV-FR,N,0,156
EVT-202602-000296,03/02/2026 19:04,PR-00980,LOC-005,Biometric,N,0,4
EVT-202602-000297,09/02/2026 09:08,PR-00773,LOC-030,Biometric,N,0,6
EVT-202602-000298,23/02/2026 17:49,PR-00862,LOC-010,Biometric,N,0,6
EVT-202602-000299,10/02/2026 13:10,PR-00058,LOC-010,Biometric,Y,3,5
EVT-202602-000300,07/02/2026 02:27,PR-00396,LOC-013,Smartcard,N,0,7
EVT-202602-000301,02/02/2026 01:03,PR-01179,LOC-016,CCTV-FR,N,0,151
EVT-202602-000302,27/02/2026 14:17,PR-00066,LOC-009,ANPR,Y,1,1
EVT-202602-000303,28/02/2026 21:25,PR-01744,LOC-026,Smartcard,N,0,1
EVT-202602-000304,11/02/2026 13:37,PR-02842,LOC-025,CCTV-FR,Y,1,144
EVT-202602-000305,02/02/2026 16:56,PR-01906,LOC-016,CCTV-FR,N,0,113
EVT-202602-000306,05/02/2026 01:30,PR-00577,LOC-009,ANPR,N,0,8
EVT-202602-000307,05/02/2026 12:53,PR-01893,LOC-005,Biometric,N,0,7
EVT-202602-000308,09/02/2026 19:20,PR-01823,LOC-008,ANPR,N,0,7
