event_id,timestamp,citizen_id,location_id,event_type,flagged,severity,duration_seconds
EVT-202604-000049,2026-04-21 09:54:33,PR-02570,LOC-009,ANPR,Y,3,5
EVT-202604-000050,2026-04-24 23:32:16,PR-01973,LOC-009,ANPR,N,0,4
EVT-202604-000051,2026-04-24 14:10:59,PR-02660,LOC-006,Smartcard,Y,1,2
EVT-202604-000052,2026-04-29 04:08:14,PR-02604,LOC-009,ANPR,N,0,2
EVT-202604-000053,2026-04-07 13:17:50,PR-01543,LOC-028,ANPR,N,0,2
EVT-202604-000054,2026-04-14 21:46:58,PR-01521,LOC-008,ANPR,N,0,3
EVT-202604-000055,2026-04-25 10:57:50,PR-00308,LOC-004,Biometric,Y,2,3
EVT-202604-000056,2026-04-10 16:05:03,PR-01887,LOC-030,Biometric,N,0,4
EVT-202604-000057,2026-04-01 19:18:30,PR-02984,LOC-024,ANPR,N,0,6
EVT-202604-000058,2026-04-19 16:16:17,PR-00309,LOC-026,Smartcard,N,0,5
EVT-202604-000059,2026-04-29 15:20:32,PR-00579,LOC-028,ANPR,Y,1,2
EVT-202604-000060,2026-04-24 02:20:37,PR-00443,LOC-016,CCTV-FR,N,0,59
EVT-202604-000061,2026-04-17 12:17:53,PR-02147,LOC-017,CCTV-FR,N,0,105
EVT-202604-000062,2026-04-14 21:24:11,PR-01632,LOC-008,ANPR,N,0,6
EVT-202604-000063,2026-04-21 09:02:09,PR-00962,LOC-030,Biometric,Y,2,4
EVT-202604-000064,2026-04-07 10:00:47,PR-01973,LOC-014,CCTV-FR,N,0,115
EVT-202604-000065,2026-04-26 20:50:54,PR-00300,LOC-016,CCTV-FR,N,0,23
EVT-202604-000066,2026-04-12 06:13:51,PR-01824,LOC-010,Biometric,N,0,6
EVT-202604-000067,2026-04-03 11:34:02,PR-02216,LOC-026,Smartcard,N,0,5
EVT-202604-000068,2026-04-07 05:03:09,PR-02232,LOC-028,ANPR,N,0,7
EVT-202604-000069,2026-04-17 09:11:26,PR-02516,LOC-016,CCTV-FR,Y,1,41
EVT-202604-000070,2026-04-28 07:12:44,PR-00018,LOC-003,CCTV-FR,N,0,114
EVT-202604-000071,2026-04-02 21:43:05,PR-01828,LOC-011,Smartcard,N,0,4
EVT-202604-000072,2026-04-08 18:46:46,PR-01685,LOC-019,Geolocation,Y,3,140
EVT-202604-000073,2026-04-21 05:12:19,PR-01364,LOC-022,CCTV-FR,N,0,15
EVT-202604-000074,2026-04-25 14:57:58,PR-00057,LOC-018,Geolocation,N,0,63
EVT-202604-000075,2026-04-05 16:02:29,PR-00314,LOC-021,CCTV-FR,Y,2,23
EVT-202604-000076,2026-04-26 07:22:03,PR-01772,LOC-018,Geolocation,N,0,160
EVT-202604-000077,2026-04-03 13:31:05,PR-02387,LOC-015,CCTV-FR,N,0,66
EVT-202604-000078,2026-04-21 10:50:41,PR-01276,LOC-021,CCTV-FR,N,0,93
EVT-202604-000079,2026-04-12 12:07:57,PR-00090,LOC-022,CCTV-FR,N,0,93
EVT-202604-000080,2026-04-27 20:43:46,PR-02795,LOC-026,Smartcard,N,0,5
EVT-202604-000081,2026-04-25 12:55:32,PR-00005,LOC-027,Biometric,N,0,7
EVT-202604-000082,2026-04-02 12:56:09,PR-01875,LOC-002,ANPR,N,0,4
EVT-202604-000083,2026-04-02 03:53:15,PR-01493,LOC-013,Smartcard,Y,3,7
EVT-202604-000084,2026-04-15 17:43:32,PR-01231,LOC-013,Smartcard,N,0,3
EVT-202604-000085,2026-04-06 08:50:11,PR-00577,LOC-010,Biometric,N,0,4
EVT-202604-000086,2026-04-24 18:40:28,PR-01291,LOC-025,CCTV-FR,N,0,28
EVT-202604-000087,2026-04-12 01:34:07,PR-02273,LOC-016,CCTV-FR,N,0,121
EVT-202604-000088,2026-04-22 22:22:06,PR-01881,LOC-020,Utilities,N,0,4
EVT-202604-000089,2026-04-30 06:39:57,PR-02365,LOC-011,Smartcard,N,0,6
EVT-202604-000090,2026-04-07 22:10:05,PR-00825,LOC-028,ANPR,N,0,2
EVT-202604-000091,2026-04-28 19:34:40,PR-02618,LOC-020,Utilities,Y,1,6
EVT-202604-000092,2026-04-29 11:04:51,PR-00557,LOC-012,ANPR,N,0,7
EVT-202604-000093,2026-04-02 14:49:45,PR-02764,LOC-023,ANPR,N,0,8
EVT-202604-000094,2026-04-07 07:08:58,PR-00329,LOC-015,CCTV-FR,N,0,129
EVT-202604-000095,2026-04-24 10:05:26,PR-01475,LOC-004,Biometric,N,0,3
EVT-202604-000096,2026-04-02 08:39:43,PR-00010,LOC-004,Biometric,N,0,2
EVT-202604-000097,2026-04-03 01:17:57,PR-02767,LOC-005,Biometric,N,0,7
EVT-202604-000098,2026-04-30 06:33:21,PR-02821,LOC-018,Geolocation,N,0,14
EVT-202604-000099,2026-04-23 07:14:51,PR-01754,LOC-027,Biometric,N,0,5
EVT-202604-000100,2026-04-03 00:23:03,PR-00548,LOC-016,CCTV-FR,N,0,137
EVT-202604-000101,2026-04-04 14:04:12,PR-02483,LOC-015,CCTV-FR,N,0,106
EVT-202604-000102,2026-04-05 15:21:18,PR-02910,LOC-022,CCTV-FR,N,0,169
EVT-202604-000103,2026-04-29 12:15:09,PR-00839,LOC-003,CCTV-FR,N,0,15
EVT-202604-000104,2026-04-12 03:06:41,PR-02526,LOC-013,Smartcard,Y,2,8
EVT-202604-000105,2026-04-12 22:01:11,PR-00153,LOC-003,CCTV-FR,N,0,76
EVT-202604-000106,2026-04-25 19:54:49,PR-01365,LOC-025,CCTV-FR,N,0,17
EVT-202604-000107,2026-04-11 08:15:34,PR-02281,LOC-027,Biometric,N,0,2
EVT-202604-000108,2026-04-22 11:48:01,PR-02592,LOC-003,CCTV-FR,N,0,48
EVT-202604-000109,2026-04-19 02:16:05,PR-00167,LOC-024,ANPR,N,0,7
EVT-202604-000110,2026-04-07 13:45:38,PR-01526,LOC-005,Biometric,N,0,1
EVT-202604-000111,2026-04-15 12:14:40,PR-02684,LOC-010,Biometric,N,0,6
EVT-202604-000112,2026-04-23 08:01:30,PR-02237,LOC-008,ANPR,N,0,7
EVT-202604-000113,2026-04-22 03:52:12,PR-00469,LOC-025,CCTV-FR,N,0,78
EVT-202604-000114,2026-04-28 12:03:03,PR-00970,LOC-006,Smartcard,N,0,3
EVT-202604-000115,2026-04-18 12:05:16,PR-02330,LOC-006,Smartcard,N,0,2
EVT-202604-000116,2026-04-15 11:10:39,PR-02646,LOC-025,CCTV-FR,N,0,149
EVT-202604-000117,2026-04-13 02:46:40,PR-01769,LOC-019,Geolocation,N,0,94
EVT-202604-000118,2026-04-23 01:11:33,PR-02884,LOC-029,Biometric,N,0,8
EVT-202604-000119,2026-04-29 06:54:48,PR-00055,LOC-007,CCTV-FR,N,0,108
EVT-202604-000120,2026-04-11 04:45:46,PR-00830,LOC-014,CCTV-FR,N,0,155
EVT-202604-000121,2026-04-14 19:27:02,PR-01159,LOC-030,Biometric,N,0,2
EVT-202604-000122,2026-04-20 22:47:40,PR-01067,LOC-002,ANPR,N,0,5
EVT-202604-000123,2026-04-13 20:54:42,PR-00158,LOC-008,ANPR,N,0,2
EVT-202604-000124,2026-04-08 09:12:34,PR-02318,LOC-006,Smartcard,N,0,4
EVT-202604-000125,2026-04-27 01:46:51,PR-02753,LOC-019,Geolocation,N,0,85
EVT-202604-000126,2026-04-11 00:43:14,PR-02587,LOC-005,Biometric,N,0,8
EVT-202604-000127,2026-04-18 10:00:41,PR-01677,LOC-011,Smartcard,N,0,7
EVT-202604-000128,2026-04-11 06:50:34,PR-01729,LOC-013,Smartcard,N,0,5
EVT-202604-000129,2026-04-21 13:40:40,PR-01122,LOC-006,Smartcard,N,0,2
EVT-202604-000130,2026-04-08 17:21:14,PR-01388,LOC-009,ANPR,Y,1,8
EVT-202604-000131,2026-04-25 21:28:45,PR-00314,LOC-004,Biometric,Y,1,4
EVT-202604-000132,2026-04-06 02:35:22,PR-02415,LOC-023,ANPR,N,0,1
EVT-202604-000133,2026-04-16 09:54:10,PR-01012,LOC-001,ANPR,N,0,3
EVT-202604-000134,2026-04-22 05:35:32,PR-02807,LOC-027,Biometric,Y,2,1
EVT-202604-000135,2026-04-19 06:33:51,PR-02036,LOC-012,ANPR,N,0,3
EVT-202604-000136,2026-04-06 10:00:43,PR-01633,LOC-007,CCTV-FR,N,0,142
EVT-202604-000137,2026-04-18 20:08:28,PR-01617,LOC-029,Biometric,N,0,4
EVT-202604-000138,2026-04-29 00:14:18,PR-02518,LOC-017,CCTV-FR,N,0,129
EVT-202604-000139,2026-04-05 01:23:29,PR-01292,LOC-026,Smartcard,N,0,7
EVT-202604-000140,2026-04-16 02:22:01,PR-01108,LOC-016,CCTV-FR,N,0,116
EVT-202604-000141,2026-04-27 04:10:16,PR-00908,LOC-006,Smartcard,N,0,5
EVT-202604-000142,2026-04-30 17:53:22,PR-00045,LOC-025,CCTV-FR,N,0,134
EVT-202604-000143,2026-04-29 10:15:36,PR-02612,LOC-029,Biometric,N,0,2
EVT-202604-000144,2026-04-15 17:56:19,PR-02285,LOC-009,ANPR,N,0,4
EVT-202604-000145,2026-04-18 23:54:32,PR-02957,LOC-013,Smartcard,N,0,8
EVT-202604-000146,2026-04-27 13:55:23,PR-01758,LOC-006,Smartcard,N,0,1
EVT-202604-000147,2026-04-09 19:13:37,PR-02043,LOC-014,CCTV-FR,N,0,179
EVT-202604-000148,2026-04-28 18:03:10,PR-00635,LOC-007,CCTV-FR,N,0,123
EVT-202604-000149,2026-04-30 22:16:33,PR-00032,LOC-019,Geolocation,N,0,96
EVT-202604-000150,2026-04-23 11:46:16,PR-01228,LOC-023,ANPR,N,0,5
EVT-202604-000151,2026-04-04 12:32:37,PR-02514,LOC-004,Biometric,N,0,7
EVT-202604-000152,2026-04-07 01:16:00,PR-02158,LOC-023,ANPR,N,0,6
EVT-202604-000153,2026-04-28 17:13:55,PR-02952,LOC-012,ANPR,N,0,3
EVT-202604-000154,2026-04-15 06:01:09,PR-02332,LOC-005,Biometric,N,0,6
EVT-202604-000155,2026-04-10 19:15:02,PR-02018,LOC-018,Geolocation,N,0,160
EVT-202604-000156,2026-04-06 02:46:24,PR-01127,LOC-028,ANPR,N,0,4
EVT-202604-000157,2026-04-29 20:48:15,PR-00424,LOC-012,ANPR,N,0,1
EVT-202604-000158,2026-04-27 20:42:35,PR-00131,LOC-001,ANPR,N,0,2
EVT-202604-000159,2026-04-19 23:30:28,PR-00432,LOC-022,CCTV-FR,N,0,90
EVT-202604-000160,2026-04-23 14:17:58,PR-02138,LOC-020,Utilities,N,0,3
EVT-202604-000161,2026-04-05 02:49:30,PR-02350,LOC-019,Geolocation,N,0,153
EVT-202604-000162,2026-04-23 19:54:02,PR-00178,LOC-007,CCTV-FR,Y,4,69
EVT-202604-000163,2026-04-05 16:45:51,PR-02625,LOC-003,CCTV-FR,N,0,82
EVT-202604-000164,2026-04-22 14:15:41,PR-00895,LOC-023,ANPR,Y,1,8
EVT-202604-000165,2026-04-08 01:49:52,PR-00903,LOC-009,ANPR,N,0,6
EVT-202604-000166,2026-04-30 08:12:31,PR-01197,LOC-009,ANPR,N,0,6
EVT-202604-000167,2026-04-23 11:18:42,PR-02940,LOC-027,Biometric,N,0,1
EVT-202604-000168,2026-04-28 09:22:55,PR-01086,LOC-021,CCTV-FR,N,0,88
EVT-202604-000169,2026-04-24 02:07:16,PR-02434,LOC-014,CCTV-FR,N,0,79
EVT-202604-000170,2026-04-21 19:23:00,PR-02557,LOC-029,Biometric,Y,1,1
EVT-202604-000171,2026-04-12 17:21:24,PR-00687,LOC-005,Biometric,N,0,5
EVT-202604-000172,2026-04-28 06:09:35,PR-01685,LOC-001,ANPR,N,0,1
EVT-202604-000173,2026-04-30 09:42:23,PR-01311,LOC-021,CCTV-FR,Y,2,171
EVT-202604-000174,2026-04-17 04:18:39,PR-01834,LOC-023,ANPR,N,0,5
EVT-202604-000175,2026-04-10 17:53:34,PR-02704,LOC-008,ANPR,N,0,7
EVT-202604-000176,2026-04-27 16:03:29,PR-01285,LOC-005,Biometric,N,0,5
EVT-202604-000177,2026-04-30 03:15:01,PR-01317,LOC-024,ANPR,N,0,7
EVT-202604-000178,2026-04-27 01:33:14,PR-00571,LOC-013,Smartcard,N,0,4
EVT-202604-000179,2026-04-20 08:56:47,PR-02832,LOC-020,Utilities,N,0,8
EVT-202604-000180,2026-04-19 08:26:59,PR-00585,LOC-016,CCTV-FR,N,0,177
EVT-202604-000181,2026-04-11 07:42:12,PR-01197,LOC-020,Utilities,N,0,1
EVT-202604-000182,2026-04-14 17:53:09,PR-01326,LOC-001,ANPR,N,0,2
EVT-202604-000183,2026-04-12 19:15:08,PR-01638,LOC-008,ANPR,N,0,8
EVT-202604-000184,2026-04-16 14:20:29,PR-02009,LOC-024,ANPR,N,0,4
EVT-202604-000185,2026-04-01 02:33:30,PR-01583,LOC-021,CCTV-FR,N,0,177
EVT-202604-000186,2026-04-05 18:59:51,PR-02152,LOC-003,CCTV-FR,N,0,106
EVT-202604-000187,2026-04-29 22:21:29,PR-00421,LOC-008,ANPR,N,0,7
EVT-202604-000188,2026-04-28 20:46:01,PR-01146,LOC-001,ANPR,N,0,4
EVT-202604-000189,2026-04-15 17:23:00,PR-01493,LOC-012,ANPR,N,0,5
EVT-202604-000190,2026-04-30 18:44:36,PR-01156,LOC-024,ANPR,N,0,3
EVT-202604-000191,2026-04-30 01:09:23,PR-01764,LOC-003,CCTV-FR,N,0,138
EVT-202604-000192,2026-04-12 14:50:20,PR-02734,LOC-017,CCTV-FR,Y,1,22
EVT-202604-000193,2026-04-26 03:44:41,PR-02191,LOC-012,ANPR,N,0,2
EVT-202604-000194,2026-04-28 20:46:31,PR-02419,LOC-012,ANPR,N,0,2
EVT-202604-000195,2026-04-04 09:29:37,PR-02819,LOC-009,ANPR,N,0,6
EVT-202604-000196,2026-04-08 03:08:12,PR-01012,LOC-010,Biometric,Y,3,3
EVT-202604-000197,2026-04-27 03:56:29,PR-00446,LOC-012,ANPR,N,0,2
EVT-202604-000198,2026-04-19 04:41:56,PR-00992,LOC-012,ANPR,N,0,2
EVT-202604-000199,2026-04-19 10:08:01,PR-00618,LOC-002,ANPR,N,0,2
EVT-202604-000200,2026-04-15 16:18:11,PR-02625,LOC-025,CCTV-FR,N,0,158
EVT-202604-000201,2026-04-17 15:37:27,PR-02681,LOC-009,ANPR,N,0,6
EVT-202604-000202,2026-04-04 07:15:24,PR-00884,LOC-016,CCTV-FR,Y,2,176
EVT-202604-000203,2026-04-12 15:59:24,PR-02821,LOC-012,ANPR,N,0,7
EVT-202604-000204,2026-04-15 00:13:11,PR-01378,LOC-026,Smartcard,N,0,7
EVT-202604-000205,2026-04-20 01:25:28,PR-00374,LOC-017,CCTV-FR,N,0,161
EVT-202604-000206,2026-04-13 12:37:14,PR-02827,LOC-023,ANPR,N,0,3
EVT-202604-000207,2026-04-16 04:10:09,PR-02156,LOC-001,ANPR,N,0,2
EVT-202604-000208,2026-04-26 09:45:44,PR-00656,LOC-023,ANPR,N,0,5
EVT-202604-000209,2026-04-12 07:57:21,PR-01238,LOC-002,ANPR,N,0,7
EVT-202604-000210,2026-04-21 16:21:50,PR-00209,LOC-009,ANPR,N,0,7
EVT-202604-000211,2026-04-08 19:23:14,PR-01988,LOC-029,Biometric,N,0,5
EVT-202604-000212,2026-04-13 08:16:04,PR-02753,LOC-030,Biometric,N,0,4
EVT-202604-000213,2026-04-07 13:37:04,PR-00778,LOC-015,CCTV-FR,N,0,173
EVT-202604-000214,2026-04-12 11:29:43,PR-01889,LOC-021,CCTV-FR,N,0,33
EVT-202604-000215,2026-04-08 20:02:49,PR-00278,LOC-015,CCTV-FR,N,0,108
EVT-202604-000216,2026-04-10 01:50:15,PR-02151,LOC-014,CCTV-FR,N,0,179
EVT-202604-000217,2026-04-16 06:52:36,PR-01907,LOC-016,CCTV-FR,Y,4,79
EVT-202604-000218,2026-04-13 11:10:45,PR-01807,LOC-030,Biometric,N,0,6
EVT-202604-000219,2026-04-17 13:57:46,PR-00774,LOC-028,ANPR,N,0,4
EVT-202604-000220,2026-04-07 02:23:14,PR-00071,LOC-014,CCTV-FR,N,0,148
EVT-202604-000221,2026-04-04 00:50:06,PR-00529,LOC-021,CCTV-FR,N,0,118
EVT-202604-000222,2026-04-24 14:36:07,PR-01021,LOC-028,ANPR,N,0,8
EVT-202604-000223,2026-04-17 20:54:33,PR-01178,LOC-026,Smartcard,N,0,3
EVT-202604-000224,2026-04-20 07:52:59,PR-01317,LOC-022,CCTV-FR,N,0,53
EVT-202604-000225,2026-04-01 11:42:09,PR-00710,LOC-018,Geolocation,N,0,164
EVT-202604-000226,2026-04-30 05:12:32,PR-01809,LOC-005,Biometric,N,0,4
EVT-202604-000227,2026-04-25 19:37:19,PR-00604,LOC-018,Geolocation,N,0,62
EVT-202604-000228,2026-04-05 16:31:29,PR-02394,LOC-013,Smartcard,N,0,3
EVT-202604-000229,2026-04-16 20:31:49,PR-02686,LOC-023,ANPR,N,0,3
EVT-202604-000230,2026-04-25 23:12:11,PR-00811,LOC-005,Biometric,N,0,7
EVT-202604-000231,2026-04-16 14:25:39,PR-01980,LOC-018,Geolocation,N,0,14
EVT-202604-000232,2026-04-03 21:00:31,PR-00683,LOC-026,Smartcard,N,0,6
EVT-202604-000233,2026-04-10 07:57:36,PR-01183,LOC-004,Biometric,N,0,2
EVT-202604-000234,2026-04-14 06:44:30,PR-02786,LOC-010,Biometric,Y,1,3
EVT-202604-000235,2026-04-02 20:05:25,PR-02797,LOC-023,ANPR,N,0,3
EVT-202604-000236,2026-04-24 23:50:00,PR-01563,LOC-003,CCTV-FR,N,0,173
EVT-202604-000237,2026-04-05 17:15:01,PR-01648,LOC-013,Smartcard,N,0,4
EVT-202604-000238,2026-04-24 11:33:16,PR-02114,LOC-015,CCTV-FR,N,0,12
EVT-202604-000239,2026-04-28 17:08:22,PR-01721,LOC-003,CCTV-FR,N,0,41
EVT-202604-000240,2026-04-05 10:49:11,PR-02784,LOC-022,CCTV-FR,N,0,161
EVT-202604-000241,2026-04-04 17:53:53,PR-00496,LOC-011,Smartcard,N,0,2
EVT-202604-000242,2026-04-09 09:50:09,PR-00149,LOC-027,Biometric,N,0,6
EVT-202604-000243,2026-04-30 03:17:32,PR-02456,LOC-008,ANPR,N,0,8
EVT-202604-000244,2026-04-26 20:38:02,PR-01365,LOC-026,Smartcard,N,0,5
EVT-202604-000245,2026-04-27 13:28:58,PR-01159,LOC-025,CCTV-FR,Y,2,78
EVT-202604-000246,2026-04-21 18:33:29,PR-02192,LOC-028,ANPR,N,0,2
EVT-202604-000247,2026-04-26 03:18:56,PR-02038,LOC-030,Biometric,N,0,6
EVT-202604-000248,2026-04-03 11:32:42,PR-02459,LOC-016,CCTV-FR,N,0,137
EVT-202604-000249,2026-04-21 09:43:34,PR-01250,LOC-024,ANPR,N,0,3
EVT-202604-000250,2026-04-07 02:38:51,PR-00088,LOC-010,Biometric,N,0,1
EVT-202604-000251,2026-04-08 15:23:55,PR-02387,LOC-019,Geolocation,N,0,134
EVT-202604-000252,2026-04-05 07:58:56,PR-01359,LOC-012,ANPR,N,0,8
EVT-202604-000253,2026-04-26 12:53:07,PR-02676,LOC-007,CCTV-FR,N,0,141
EVT-202604-000254,2026-04-21 08:46:08,PR-00221,LOC-005,Biometric,N,0,1
EVT-202604-000255,2026-04-06 07:53:58,PR-00880,LOC-016,CCTV-FR,N,0,11
EVT-202604-000256,2026-04-26 02:48:07,PR-00870,LOC-022,CCTV-FR,N,0,50
EVT-202604-000257,2026-04-19 11:23:08,PR-02407,LOC-028,ANPR,N,0,7
EVT-202604-000258,2026-04-06 11:20:03,PR-01478,LOC-025,CCTV-FR,N,0,174
EVT-202604-000259,2026-04-08 19:47:46,PR-00599,LOC-016,CCTV-FR,N,0,99
EVT-202604-000260,2026-04-24 14:13:02,PR-02079,LOC-027,Biometric,N,0,2
EVT-202604-000261,2026-04-30 04:37:09,PR-00682,LOC-025,CCTV-FR,N,0,164
EVT-202604-000262,2026-04-16 11:51:20,PR-01464,LOC-024,ANPR,N,0,3
EVT-202604-000263,2026-04-19 14:33:53,PR-00452,LOC-029,Biometric,N,0,6
EVT-202604-000264,2026-04-01 17:25:13,PR-01291,LOC-012,ANPR,N,0,7
EVT-202604-000265,2026-04-13 19:47:50,PR-01817,LOC-020,Utilities,N,0,2
EVT-202604-000266,2026-04-26 07:51:55,PR-00848,LOC-020,Utilities,N,0,4
EVT-202604-000267,2026-04-01 05:54:10,PR-00608,LOC-017,CCTV-FR,Y,3,70
EVT-202604-000268,2026-04-29 06:09:48,PR-02358,LOC-030,Biometric,N,0,1
EVT-202604-000269,2026-04-22 10:05:19,PR-01445,LOC-008,ANPR,N,0,5
EVT-202604-000270,2026-04-05 17:37:05,PR-00685,LOC-029,Biometric,N,0,2
EVT-202604-000271,2026-04-23 04:01:30,PR-00619,LOC-023,ANPR,N,0,1
EVT-202604-000272,2026-04-07 08:51:30,PR-01929,LOC-017,CCTV-FR,N,0,70
EVT-202604-000273,2026-04-12 21:31:25,PR-01682,LOC-005,Biometric,N,0,4
EVT-202604-000274,2026-04-05 04:51:34,PR-02802,LOC-006,Smartcard,Y,1,3
EVT-202604-000275,2026-04-09 22:51:26,PR-02667,LOC-006,Smartcard,N,0,3
EVT-202604-000276,2026-04-04 06:52:11,PR-01685,LOC-018,Geolocation,N,0,146
EVT-202604-000277,2026-04-13 16:51:46,PR-02012,LOC-018,Geolocation,N,0,89
EVT-202604-000278,2026-04-17 07:35:16,PR-01034,LOC-019,Geolocation,N,0,14
EVT-202604-000279,2026-04-12 18:08:27,PR-00055,LOC-005,Biometric,N,0,8
EVT-202604-000280,2026-04-07 20:14:21,PR-00968,LOC-003,CCTV-FR,N,0,160
EVT-202604-000281,2026-04-30 14:59:05,PR-02918,LOC-005,Biometric,N,0,3
EVT-202604-000282,2026-04-24 22:12:26,PR-00985,LOC-030,Biometric,N,0,4
EVT-202604-000283,2026-04-28 02:18:49,PR-01699,LOC-018,Geolocation,N,0,69
EVT-202604-000284,2026-04-29 18:06:08,PR-02626,LOC-029,Biometric,N,0,4
EVT-202604-000285,2026-04-22 14:48:36,PR-01004,LOC-012,ANPR,N,0,3
EVT-202604-000286,2026-04-08 23:17:20,PR-01095,LOC-003,CCTV-FR,N,0,76
EVT-202604-000287,2026-04-10 16:09:08,PR-02683,LOC-001,ANPR,N,0,2
EVT-202604-000288,2026-04-12 00:36:50,PR-02848,LOC-012,ANPR,N,0,7
EVT-202604-000289,2026-04-29 05:47:45,PR-02642,LOC-004,Biometric,N,0,5
EVT-202604-000290,2026-04-16 07:08:07,PR-01022,LOC-028,ANPR,N,0,8
EVT-202604-000291,2026-04-05 03:27:36,PR-00261,LOC-014,CCTV-FR,N,0,135
EVT-202604-000292,2026-04-28 21:27:50,PR-00951,LOC-008,ANPR,N,0,5
EVT-202604-000293,2026-04-26 07:06:31,PR-02838,LOC-023,ANPR,N,0,4
EVT-202604-000294,2026-04-13 10:45:08,PR-01255,LOC-013,Smartcard,N,0,1
EVT-202604-000295,2026-04-13 23:05:30,PR-00755,LOC-019,Geolocation,N,0,177
